1,45446
0,35081
0,2439
1,1806
1,49
0,68
1,21
1,1116
0,212
1,3
0,10
1,189
0,34844
1,22641
1,13
0,43620
1,18401
1,2562
0,11
1,25133
1,7
0,5673
0,370
1,9
0,88
0,257
1,4194
1,1530
0,221
0,3438
1,81
1,13380
1,1
1,553
1,233
1,5382
0,20741
0,13698
0,16261
1,1
0,46
0,41722
1,3606
0,33696
0,2634
0,1184
0,10378
0,37874
0,2164
0,276
1,1115
0,4
0,3
1,10
1,539
1,41320
1,661
0,3
0,3849
1,1
0,1716
0,108
0,14649
1,1958
1,26391
1,12658
1,325
0,18172
1,19919
1,6356
0,2816
0,222
1,4422
1,140
1,7377
0,9707
0,2081
0,65
0,4
0,14
1,1
1,2983
1,122
1,11
0,16665
1,48548
1,86
0,35227
0,4
1,13577
1,545
0,2055
0,1345
1,15
1,10895
1,18423
1,850
0,25
0,2
1,6289
0,5
1,3
1,21881
1,7
0,1152
1,32
1,13812
0,448
0,10015
1,91
1,1504
1,33
1,16
1,670
1,34265
0,6564
0,105
0,586
1,175
0,6121
0,6
0,4722
1,451
0,9247
0,14
0,302
0,1576
1,160
0,3544
1,10015
0,10936
0,20971
0,1085
1,3
0,2
1,44221
1,4781
1,14098
1,95
1,1705
1,2
1,7106
1,787
1,10058
0,16147
0,1
1,16249
1,413
0,182
1,1944
1,41134
0,17889
0,369
1,12760
0,39925
0,52
0,265
1,2
0,1019
1,3152
1,77
0,4065
0,28800
1,47355
0,27730
1,19785
0,1456
1,2546
1,1
1,70
0,1591
1,12898
1,364
1,6499
1,98
1,713
1,29047
1,1092
1,199
0,22507
0,18648
0,1355
0,3264
1,1
1,15357
1,221
1,1289
1,5077
1,1
0,345
1,1
0,264
1,94
0,40755
0,23445
0,8535
1,67
1,1727
0,5330
0,1878
1,1134
1,6337
0,35722
0,14568
0,2920
0,340
0,350
0,29322
0,183
1,42261
0,20078
1,11702
1,8620
1,745
1,3680
0,31922
1,116
0,757
1,473
1,5679
0,49587
0,822
1,1672
1,35
0,2029
0,26372
0,2
0,7302
0,474
0,86
0,25649
0,1510
1,35152
0,77
0,31636
0,49
0,2908
0,25323
0,14
0,14522
1,35385
0,3865
1,12609
0,9161
0,23596
1,1325
0,470
0,14
1,6541
1,78
0,2
1,29311
1,51
0,706
0,502
1,13678
1,45591
0,2166
0,17977
1,2409
0,86
0,26
0,2598
1,13
1,99
1,5
0,20299
1,6413
1,91
0,361
0,44557
0,10464
0,5300
1,2708
0,1414
1,499
0,22
0,16438
0,239
1,233
1,31371
1,28287
0,21029
0,1
1,2551
0,955
0,2
0,11406
1,931
0,5
1,3351
1,38416
0,8078
0,666
1,8
0,3
0,349
1,229
0,9
0,18451
1,1438
1,44956
0,90
0,520
0,364
1,45642
1,612
0,582
0,1442
1,1853
0,17750
0,14
1,22204
1,1784
0,31
1,3714
0,34487
0,6202
1,16880
0,11107
0,24986
0,4635
1,11101
0,1384
0,5208
0,16
0,28356
1,30179
1,11
0,12
0,9
1,166
1,43
0,19047
0,431
0,507
1,42914
1,42702
0,31017
0,579
0,12530
0,14118
0,86
1,36
1,555
0,117
1,848
1,340
1,36
1,51
1,13
1,595
1,11
1,283
0,6660
1,21949
0,44492
1,1140
1,199
0,235
1,759
0,3888
0,67
0,10285
1,90
0,6
0,10309
1,411
0,243
1,6399
1,387
1,2
0,22929
0,9312
0,1
0,16
1,885
1,138
0,1
1,29213
1,87
0,57
1,428
0,397
0,5
0,304
1,13190
0,5488
1,2356
0,2469
1,11966
1,44233
1,33
0,36359
0,24105
1,14227
1,2191
1,26470
0,9157
0,48052
1,355
0,96
0,38
1,34567
1,5761
1,1313
0,1348
1,4442
1,26208
0,7675
1,190
1,23453
0,1
1,19849
0,39296
0,129
1,5518
0,14862
1,697
1,2215
1,160
1,2011
0,4310
0,990
1,111
1,62
1,556
0,5
0,44262
1,318
1,8998
0,21713
1,40052
0,21335
0,12501
1,9176
1,4
0,52
0,6
1,146
0,3177
0,5558
0,7419
0,28713
0,207
0,42
1,58
0,12874
1,9511
0,17167
1,1
0,23
0,6
1,2196
1,158
1,881
1,2826
1,4612
0,69
1,100
0,591
0,4988
0,12
1,4303
1,48092
0,3118
0,1233
0,4
0,44482
1,2
0,31
0,12319
1,1027
1,163
0,2697
0,4656
0,8
0,914
0,3473
0,1318
1,37
0,2384
1,40661
1,19
0,17611
1,9487
0,24
0,2774
1,1
0,155
0,10914
0,45258
0,12152
1,28338
0,217
0,39049
0,298
0,3906
0,9493
0,3697
0,88
0,10
0,26
1,7551
1,517
0,12138
0,218
1,9135
0,84
0,9784
0,1046
1,4
1,36752
0,20
0,3840
0,17
0,421
0,62
0,4168
1,1118
0,619
0,302
0,263
1,21496
1,33543
0,76
1,7972
0,919
0,37924
0,4
0,29218
1,45272
